algorithm_latency_us,round_period_us,window_id,read_lo,read_hi,commit_lo,commit_hi,first_qpu_send_us,last_qpu_send_us,first_buffer0_us,buffer0_ready_us,dependency_arrival_us,queued_us,dispatch_us,cwd_arrival_us,decode_done_us,dd_delivery_us,wdo_delivery_us,frame_commit_us,dependency_block_us,buffer0_ready_to_frame_us,qpu_last_round_to_frame_us
measured,1.0,12,37,42,37,39,37.0,42.0,38.5,43.5,77.057,77.057,77.057,78.057,84.015,84.515,85.015,85.019,33.557,41.519,43.019
measured,1.0,13,40,45,40,42,40.0,45.0,41.5,46.5,84.515,84.515,84.515,85.515,90.073,90.573,91.073,91.077,38.015,44.577,46.077
measured,1.0,14,43,48,43,45,43.0,48.0,44.5,49.5,90.573,90.573,90.573,91.573,95.572,96.072,96.572,96.576,41.073,47.076,48.576
measured,1.0,15,46,51,46,48,46.0,51.0,47.5,52.5,96.072,96.072,96.072,97.072,101.221,101.721,102.221,102.225,43.572,49.725,51.225
measured,1.0,16,49,54,49,51,49.0,54.0,50.5,55.5,101.721,101.721,101.721,102.721,106.638,107.138,107.638,107.642,46.221,52.142,53.642
measured,1.0,17,52,57,52,54,52.0,57.0,53.5,58.5,107.138,107.138,107.138,108.138,112.446,112.946,113.446,113.45,48.638,54.95,56.45
measured,1.0,18,55,60,55,60,55.0,60.0,56.5,61.5,112.946,112.946,112.946,113.946,119.834,,120.834,120.838,51.446,59.338,60.838
measured,0.9,0,1,6,1,3,0.9,5.4,2.4,6.9,,6.9,6.9,7.9,12.708,13.208,13.708,13.712,0.0,6.812,8.312
measured,0.9,1,4,9,4,6,3.6,8.1,5.1,9.6,13.208,13.208,13.208,14.208,18.336,18.836,19.336,19.34,3.608,9.74,11.24
measured,0.9,2,7,12,7,9,6.3,10.8,7.8,12.3,18.836,18.836,18.836,19.836,23.915,24.415,24.915,24.919,6.536,12.619,14.119
measured,0.9,3,10,15,10,12,9.0,13.5,10.5,15.0,24.415,24.415,24.415,25.415,29.543,30.043,30.543,30.547,9.415,15.547,17.047
measured,0.9,4,13,18,13,15,11.7,16.2,13.2,17.7,30.043,30.043,30.043,31.043,35.231,35.731,36.231,36.235,12.343,18.535,20.035
measured,0.9,5,16,21,16,18,14.4,18.9,15.9,20.4,35.731,35.731,35.731,36.731,40.949,41.449,41.949,41.953,15.331,21.553,23.053
measured,0.9,6,19,24,19,21,17.1,21.6,18.6,23.1,41.449,41.449,41.449,42.449,46.547,47.047,47.547,47.551,18.349,24.451,25.951
measured,0.9,7,22,27,22,24,19.8,24.3,21.3,25.8,47.047,47.047,47.047,48.047,52.235,52.735,53.235,53.239,21.247,27.439,28.939
measured,0.9,8,25,30,25,27,22.5,27.0,24.0,28.5,52.735,52.735,52.735,53.735,57.893,58.393,58.893,58.897,24.235,30.397,31.897
measured,0.9,9,28,33,28,30,25.2,29.7,26.7,31.2,58.393,58.393,58.393,59.393,63.641,64.141,64.641,64.645,27.193,33.445,34.945
measured,0.9,10,31,36,31,33,27.9,32.4,29.4,33.9,64.141,64.141,64.141,65.141,69.52,70.02,70.52,70.524,30.241,36.624,38.124
measured,0.9,11,34,39,34,36,30.6,35.1,32.1,36.6,70.02,70.02,70.02,71.02,75.978,76.478,76.978,76.982,33.42,40.382,41.882
measured,0.9,12,37,42,37,39,33.3,37.8,34.8,39.3,76.478,76.478,76.478,77.478,83.296,83.796,84.296,84.3,37.178,45.0,46.5
measured,0.9,13,40,45,40,42,36.0,40.5,37.5,42.0,83.796,83.796,83.796,84.796,89.564,90.064,90.564,90.568,41.796,48.568,50.068
measured,0.9,14,43,48,43,45,38.7,43.2,40.2,44.7,90.064,90.064,90.064,91.064,95.152,95.652,96.152,96.156,45.364,51.456,52.956
measured,0.9,15,46,51,46,48,41.4,45.9,42.9,47.4,95.652,95.652,95.652,96.652,100.34,100.84,101.34,101.344,48.252,53.944,55.444
measured,0.9,16,49,54,49,51,44.1,48.6,45.6,50.1,100.84,100.84,100.84,101.84,105.958,106.458,106.958,106.962,50.74,56.862,58.362
measured,0.9,17,52,57,52,54,46.8,51.3,48.3,52.8,106.458,106.458,106.458,107.458,112.076,112.576,113.076,113.08,53.658,60.28,61.78
measured,0.9,18,55,60,55,60,49.5,54.0,51.0,55.5,112.576,112.576,112.576,113.576,119.574,,120.574,120.578,57.076,65.078,66.578
measured,0.85,0,1,6,1,3,0.85,5.1,2.35,6.6,,6.6,6.6,7.6,11.978,12.478,12.978,12.982,0.0,6.382,7.882
measured,0.85,1,4,9,4,6,3.4,7.65,4.9,9.15,12.478,12.478,12.478,13.478,17.696,18.196,18.696,18.7,3.328,9.55,11.05
measured,0.85,2,7,12,7,9,5.95,10.2,7.45,11.7,18.196,18.196,18.196,19.196,23.354,23.854,24.354,24.358,6.496,12.658,14.158
measured,0.85,3,10,15,10,12,8.5,12.75,10.0,14.25,23.854,23.854,23.854,24.854,29.002,29.502,30.002,30.006,9.604,15.756,17.256
measured,0.85,4,13,18,13,15,11.05,15.3,12.55,16.8,29.502,29.502,29.502,30.502,34.68,35.18,35.68,35.684,12.702,18.884,20.384
measured,0.85,5,16,21,16,18,13.6,17.85,15.1,19.35,35.18,35.18,35.18,36.18,40.488,40.988,41.488,41.492,15.83,22.142,23.642
measured,0.85,6,19,24,19,21,16.15,20.4,17.65,21.9,40.988,40.988,40.988,41.988,46.427,46.927,47.427,47.431,19.088,25.531,27.031
measured,0.85,7,22,27,22,24,18.7,22.95,20.2,24.45,46.927,46.927,46.927,47.927,52.284,52.784,53.284,53.288,22.477,28.838,30.338
measured,0.85,8,25,30,25,27,21.25,25.5,22.75,27.0,52.784,52.784,52.784,53.784,57.982,58.482,58.982,58.986,25.784,31.986,33.486
measured,0.85,9,28,33,28,30,23.8,28.05,25.3,29.55,58.482,58.482,58.482,59.482,63.82,64.32,64.82,64.824,28.932,35.274,36.774
measured,0.85,10,31,36,31,33,26.35,30.6,27.85,32.1,64.32,64.32,64.32,65.32,69.538,70.038,70.538,70.542,32.22,38.442,39.942
measured,0.85,11,34,39,34,36,28.9,33.15,30.4,34.65,70.038,70.038,70.038,71.038,76.186,76.686,77.186,77.19,35.388,42.54,44.04
measured,0.85,12,37,42,37,39,31.45,35.7,32.95,37.2,76.686,76.686,76.686,77.686,83.804,84.304,84.804,84.808,39.486,47.608,49.108
measured,0.85,13,40,45,40,42,34.0,38.25,35.5,39.75,84.304,84.304,84.304,85.304,89.883,90.383,90.883,90.887,44.554,51.137,52.637
measured,0.85,14,43,48,43,45,36.55,40.8,38.05,42.3,90.383,90.383,90.383,91.383,95.951,96.451,96.951,96.955,48.083,54.655,56.155
measured,0.85,15,46,51,46,48,39.1,43.35,40.6,44.85,96.451,96.451,96.451,97.451,101.559,102.059,102.559,102.563,51.601,57.713,59.213
measured,0.85,16,49,54,49,51,41.65,45.9,43.15,47.4,102.059,102.059,102.059,103.059,107.237,107.737,108.237,108.241,54.659,60.841,62.341
measured,0.85,17,52,57,52,54,44.2,48.45,45.7,49.95,107.737,107.737,107.737,108.737,113.285,113.785,114.285,114.289,57.787,64.339,65.839
measured,0.85,18,55,60,55,60,46.75,51.0,48.25,52.5,113.785,113.785,113.785,114.785,121.083,,122.083,122.087,61.285,69.587,71.087
measured,0.8,0,1,6,1,3,0.8,4.8,2.3,6.3,,6.3,6.3,7.3,13.508,14.008,14.508,14.512,0.0,8.212,9.712
measured,0.8,1,4,9,4,6,3.2,7.2,4.7,8.7,14.008,14.008,14.008,15.008,19.266,19.766,20.266,20.27,5.308,11.57,13.07
measured,0.8,2,7,12,7,9,5.6,9.6,7.1,11.1,19.766,19.766,19.766,20.766,24.904,25.404,25.904,25.908,8.666,14.808,16.308
measured,0.8,3,10,15,10,12,8.0,12.0,9.5,13.5,25.404,25.404,25.404,26.404,30.612,31.112,31.612,31.616,11.904,18.116,19.616
measured,0.8,4,13,18,13,15,10.4,14.4,11.9,15.9,31.112,31.112,31.112,32.112,36.351,36.851,37.351,37.355,15.212,21.455,22.955
measured,0.8,5,16,21,16,18,12.8,16.8,14.3,18.3,36.851,36.851,36.851,37.851,42.028,42.528,43.028,43.032,18.551,24.732,26.232
measured,0.8,6,19,24,19,21,15.2,19.2,16.7,20.7,42.528,42.528,42.528,43.528,47.836,48.336,48.836,48.84,21.828,28.14,29.64
measured,0.8,7,22,27,22,24,17.6,21.6,19.1,23.1,48.336,48.336,48.336,49.336,53.414,53.914,54.414,54.418,25.236,31.318,32.818
measured,0.8,8,25,30,25,27,20.0,24.0,21.5,25.5,53.914,53.914,53.914,54.914,58.952,59.452,59.952,59.956,28.414,34.456,35.956
measured,0.8,9,28,33,28,30,22.4,26.4,23.9,27.9,59.452,59.452,59.452,60.452,64.62,65.12,65.62,65.624,31.552,37.724,39.224
measured,0.8,10,31,36,31,33,24.8,28.8,26.3,30.3,65.12,65.12,65.12,66.12,70.408,70.908,71.408,71.412,34.82,41.112,42.612
measured,0.8,11,34,39,34,36,27.2,31.2,28.7,32.7,70.908,70.908,70.908,71.908,76.636,77.136,77.636,77.64,38.208,44.94,46.44
measured,0.8,12,37,42,37,39,29.6,33.6,31.1,35.1,77.136,77.136,77.136,78.136,84.144,84.644,85.144,85.148,42.036,50.048,51.548
measured,0.8,13,40,45,40,42,32.0,36.0,33.5,37.5,84.644,84.644,84.644,85.644,90.352,90.852,91.352,91.356,47.144,53.856,55.356
measured,0.8,14,43,48,43,45,34.4,38.4,35.9,39.9,90.852,90.852,90.852,91.852,96.131,96.631,97.131,97.135,50.952,57.235,58.735
measured,0.8,15,46,51,46,48,36.8,40.8,38.3,42.3,96.631,96.631,96.631,97.631,101.439,101.939,102.439,102.443,54.331,60.143,61.643
measured,0.8,16,49,54,49,51,39.2,43.2,40.7,44.7,101.939,101.939,101.939,102.939,107.087,107.587,108.087,108.091,57.239,63.391,64.891
measured,0.8,17,52,57,52,54,41.6,45.6,43.1,47.1,107.587,107.587,107.587,108.587,113.205,113.705,114.205,114.209,60.487,67.109,68.609
measured,0.8,18,55,60,55,60,44.0,48.0,45.5,49.5,113.705,113.705,113.705,114.705,120.513,,121.513,121.517,64.205,72.017,73.517
measured,0.5,0,1,6,1,3,0.5,3.0,2.0,4.5,,4.5,4.5,5.5,9.928,10.428,10.928,10.932,0.0,6.432,7.932
measured,0.5,1,4,9,4,6,2.0,4.5,3.5,6.0,10.428,10.428,10.428,11.428,15.506,16.006,16.506,16.51,4.428,10.51,12.01
measured,0.5,2,7,12,7,9,3.5,6.0,5.0,7.5,16.006,16.006,16.006,17.006,21.124,21.624,22.124,22.128,8.506,14.628,16.128
measured,0.5,3,10,15,10,12,5.0,7.5,6.5,9.0,21.624,21.624,21.624,22.624,26.642,27.142,27.642,27.646,12.624,18.646,20.146
measured,0.5,4,13,18,13,15,6.5,9.0,8.0,10.5,27.142,27.142,27.142,28.142,32.36,32.86,33.36,33.364,16.642,22.864,24.364
measured,0.5,5,16,21,16,18,8.0,10.5,9.5,12.0,32.86,32.86,32.86,33.86,38.188,38.688,39.188,39.192,20.86,27.192,28.692
measured,0.5,6,19,24,19,21,9.5,12.0,11.0,13.5,38.688,38.688,38.688,39.688,43.626,44.126,44.626,44.63,25.188,31.13,32.63
measured,0.5,7,22,27,22,24,11.0,13.5,12.5,15.0,44.126,44.126,44.126,45.126,49.224,49.724,50.224,50.228,29.126,35.228,36.728
measured,0.5,8,25,30,25,27,12.5,15.0,14.0,16.5,49.724,49.724,49.724,50.724,54.972,55.472,55.972,55.976,33.224,39.476,40.976
measured,0.5,9,28,33,28,30,14.0,16.5,15.5,18.0,55.472,55.472,55.472,56.472,60.65,61.15,61.65,61.654,37.472,43.654,45.154
measured,0.5,10,31,36,31,33,15.5,18.0,17.0,19.5,61.15,61.15,61.15,62.15,66.508,67.008,67.508,67.512,41.65,48.012,49.512
measured,0.5,11,34,39,34,36,17.0,19.5,18.5,21.0,67.008,67.008,67.008,68.008,72.986,73.486,73.986,73.99,46.008,52.99,54.49
measured,0.5,12,37,42,37,39,18.5,21.0,20.0,22.5,73.486,73.486,73.486,74.486,80.584,81.084,81.584,81.588,50.986,59.088,60.588
measured,0.5,13,40,45,40,42,20.0,22.5,21.5,24.0,81.084,81.084,81.084,82.084,86.842,87.342,87.842,87.846,57.084,63.846,65.346
measured,0.5,14,43,48,43,45,21.5,24.0,23.0,25.5,87.342,87.342,87.342,88.342,92.62,93.12,93.62,93.624,61.842,68.124,69.624
measured,0.5,15,46,51,46,48,23.0,25.5,24.5,27.0,93.12,93.12,93.12,94.12,98.117,98.617,99.117,99.121,66.12,72.121,73.621
measured,0.5,16,49,54,49,51,24.5,27.0,26.0,28.5,98.617,98.617,98.617,99.617,103.795,104.295,104.795,104.799,70.117,76.299,77.799
measured,0.5,17,52,57,52,54,26.0,28.5,27.5,30.0,104.295,104.295,104.295,105.295,109.723,110.223,110.723,110.727,74.295,80.727,82.227
measured,0.5,18,55,60,55,60,27.5,30.0,29.0,31.5,110.223,110.223,110.223,111.223,117.071,,118.071,118.075,78.723,86.575,88.075
measured,0.2,0,1,6,1,3,0.2,1.2,1.7,2.7,,2.7,2.7,3.7,8.388,8.888,9.388,9.392,0.0,6.692,8.192
measured,0.2,1,4,9,4,6,0.8,1.8,2.3,3.3,8.888,8.888,8.888,9.888,14.246,14.746,15.246,15.25,5.588,11.95,13.45
measured,0.2,2,7,12,7,9,1.4,2.4,2.9,3.9,14.746,14.746,14.746,15.746,20.404,20.904,21.404,21.408,10.846,17.508,19.008
measured,0.2,3,10,15,10,12,2.0,3.0,3.5,4.5,20.904,20.904,20.904,21.904,26.032,26.532,27.032,27.036,16.404,22.536,24.036
measured,0.2,4,13,18,13,15,2.6,3.6,4.1,5.1,26.532,26.532,26.532,27.532,31.64,32.14,32.64,32.644,21.432,27.544,29.044
measured,0.2,5,16,21,16,18,3.2,4.2,4.7,5.7,32.14,32.14,32.14,33.14,37.338,37.838,38.338,38.342,26.44,32.642,34.142
measured,0.2,6,19,24,19,21,3.8,4.8,5.3,6.3,37.838,37.838,37.838,38.838,42.946,43.446,43.946,43.95,31.538,37.65,39.15
measured,0.2,7,22,27,22,24,4.4,5.4,5.9,6.9,43.446,43.446,43.446,44.446,48.524,49.024,49.524,49.528,36.546,42.628,44.128
measured,0.2,8,25,30,25,27,5.0,6.0,6.5,7.5,49.024,49.024,49.024,50.024,54.082,54.582,55.082,55.086,41.524,47.586,49.086
measured,0.2,9,28,33,28,30,5.6,6.6,7.1,8.1,54.582,54.582,54.582,55.582,59.701,60.201,60.701,60.705,46.482,52.605,54.105
measured,0.2,10,31,36,31,33,6.2,7.2,7.7,8.7,60.201,60.201,60.201,61.201,65.399,65.899,66.399,66.403,51.501,57.703,59.203
measured,0.2,11,34,39,34,36,6.8,7.8,8.3,9.3,65.899,65.899,65.899,66.899,71.957,72.457,72.957,72.961,56.599,63.661,65.161
measured,0.2,12,37,42,37,39,7.4,8.4,8.9,9.9,72.457,72.457,72.457,73.457,79.245,79.745,80.245,80.249,62.557,70.349,71.849
measured,0.2,13,40,45,40,42,8.0,9.0,9.5,10.5,79.745,79.745,79.745,80.745,85.623,86.123,86.623,86.627,69.245,76.127,77.627
measured,0.2,14,43,48,43,45,8.6,9.6,10.1,11.1,86.123,86.123,86.123,87.123,91.311,91.811,92.311,92.315,75.023,81.215,82.715
measured,0.2,15,46,51,46,48,9.2,10.2,10.7,11.7,91.811,91.811,91.811,92.811,97.039,97.539,98.039,98.043,80.111,86.343,87.843
measured,0.2,16,49,54,49,51,9.8,10.8,11.3,12.3,97.539,97.539,97.539,98.539,102.557,103.057,103.557,103.561,85.239,91.261,92.761
measured,0.2,17,52,57,52,54,10.4,11.4,11.9,12.9,103.057,103.057,103.057,104.057,108.375,108.875,109.375,109.379,90.157,96.479,97.979
measured,0.2,18,55,60,55,60,11.0,12.0,12.5,13.5,108.875,108.875,108.875,109.875,115.683,,116.683,116.687,95.375,103.187,104.687
measured,0.1,0,1,6,1,3,0.1,0.6,1.6,2.1,,2.1,2.1,3.1,7.797,8.297,8.797,8.801,0.0,6.701,8.201
measured,0.1,1,4,9,4,6,0.4,0.9,1.9,2.4,8.297,8.297,8.297,9.297,13.795,14.295,14.795,14.799,5.897,12.399,13.899
measured,0.1,2,7,12,7,9,0.7,1.2,2.2,2.7,14.295,14.295,14.295,15.295,19.293,19.793,20.293,20.297,11.595,17.597,19.097
measured,0.1,3,10,15,10,12,1.0,1.5,2.5,3.0,19.793,19.793,19.793,20.793,25.031,25.531,26.031,26.035,16.793,23.035,24.535
measured,0.1,4,13,18,13,15,1.3,1.8,2.8,3.3,25.531,25.531,25.531,26.531,30.479,30.979,31.479,31.483,22.231,28.183,29.683
measured,0.1,5,16,21,16,18,1.6,2.1,3.1,3.6,30.979,30.979,30.979,31.979,36.117,36.617,37.117,37.121,27.379,33.521,35.021
measured,0.1,6,19,24,19,21,1.9,2.4,3.4,3.9,36.617,36.617,36.617,37.617,41.665,42.165,42.665,42.669,32.717,38.769,40.269
measured,0.1,7,22,27,22,24,2.2,2.7,3.7,4.2,42.165,42.165,42.165,43.165,47.123,47.623,48.123,48.127,37.965,43.927,45.427
measured,0.1,8,25,30,25,27,2.5,3.0,4.0,4.5,47.623,47.623,47.623,48.623,52.742,53.242,53.742,53.746,43.123,49.246,50.746
measured,0.1,9,28,33,28,30,2.8,3.3,4.3,4.8,53.242,53.242,53.242,54.242,58.37,58.87,59.37,59.374,48.442,54.574,56.074
measured,0.1,10,31,36,31,33,3.1,3.6,4.6,5.1,58.87,58.87,58.87,59.87,63.938,64.438,64.938,64.942,53.77,59.842,61.342
measured,0.1,11,34,39,34,36,3.4,3.9,4.9,5.4,64.438,64.438,64.438,65.438,70.426,70.926,71.426,71.43,59.038,66.03,67.53
measured,0.1,12,37,42,37,39,3.7,4.2,5.2,5.7,70.926,70.926,70.926,71.926,78.014,78.514,79.014,79.018,65.226,73.318,74.818
measured,0.1,13,40,45,40,42,4.0,4.5,5.5,6.0,78.514,78.514,78.514,79.514,84.442,84.942,85.442,85.446,72.514,79.446,80.946
measured,0.1,14,43,48,43,45,4.3,4.8,5.8,6.3,84.942,84.942,84.942,85.942,90.3,90.8,91.3,91.304,78.642,85.004,86.504
measured,0.1,15,46,51,46,48,4.6,5.1,6.1,6.6,90.8,90.8,90.8,91.8,96.088,96.588,97.088,97.092,84.2,90.492,91.992
measured,0.1,16,49,54,49,51,4.9,5.4,6.4,6.9,96.588,96.588,96.588,97.588,101.656,102.156,102.656,102.66,89.688,95.76,97.26
measured,0.1,17,52,57,52,54,5.2,5.7,6.7,7.2,102.156,102.156,102.156,103.156,107.774,108.274,108.774,108.778,94.956,101.578,103.078
measured,0.1,18,55,60,55,60,5.5,6.0,7.0,7.5,108.274,108.274,108.274,109.274,115.482,,116.482,116.486,100.774,108.986,110.486
measured,0.05,0,1,6,1,3,0.05,0.3,1.55,1.8,,1.8,1.8,2.8,7.548,8.048,8.548,8.552,0.0,6.752,8.252
measured,0.05,1,4,9,4,6,0.2,0.45,1.7,1.95,8.048,8.048,8.048,9.048,13.096,13.596,14.096,14.1,6.098,12.15,13.65
measured,0.05,2,7,12,7,9,0.35,0.6,1.85,2.1,13.596,13.596,13.596,14.596,18.584,19.084,19.584,19.588,11.496,17.488,18.988
measured,0.05,3,10,15,10,12,0.5,0.75,2.0,2.25,19.084,19.084,19.084,20.084,24.062,24.562,25.062,25.066,16.834,22.816,24.316
measured,0.05,4,13,18,13,15,0.65,0.9,2.15,2.4,24.562,24.562,24.562,25.562,29.52,30.02,30.52,30.524,22.162,28.124,29.624
measured,0.05,5,16,21,16,18,0.8,1.05,2.3,2.55,30.02,30.02,30.02,31.02,35.098,35.598,36.098,36.102,27.47,33.552,35.052
measured,0.05,6,19,24,19,21,0.95,1.2,2.45,2.7,35.598,35.598,35.598,36.598,40.406,40.906,41.406,41.41,32.898,38.71,40.21
measured,0.05,7,22,27,22,24,1.1,1.35,2.6,2.85,40.906,40.906,40.906,41.906,45.754,46.254,46.754,46.758,38.056,43.908,45.408
measured,0.05,8,25,30,25,27,1.25,1.5,2.75,3.0,46.254,46.254,46.254,47.254,51.302,51.802,52.302,52.306,43.254,49.306,50.806
measured,0.05,9,28,33,28,30,1.4,1.65,2.9,3.15,51.802,51.802,51.802,52.802,56.74,57.24,57.74,57.744,48.652,54.594,56.094
measured,0.05,10,31,36,31,33,1.55,1.8,3.05,3.3,57.24,57.24,57.24,58.24,62.328,62.828,63.328,63.332,53.94,60.032,61.532
measured,0.05,11,34,39,34,36,1.7,1.95,3.2,3.45,62.828,62.828,62.828,63.828,68.646,69.146,69.646,69.65,59.378,66.2,67.7
measured,0.05,12,37,42,37,39,1.85,2.1,3.35,3.6,69.146,69.146,69.146,70.146,76.234,76.734,77.234,77.238,65.546,73.638,75.138
measured,0.05,13,40,45,40,42,2.0,2.25,3.5,3.75,76.734,76.734,76.734,77.734,82.482,82.982,83.482,83.486,72.984,79.736,81.236
measured,0.05,14,43,48,43,45,2.15,2.4,3.65,3.9,82.982,82.982,82.982,83.982,88.11,88.61,89.11,89.114,79.082,85.214,86.714
measured,0.05,15,46,51,46,48,2.3,2.55,3.8,4.05,88.61,88.61,88.61,89.61,93.428,93.928,94.428,94.432,84.56,90.382,91.882
measured,0.05,16,49,54,49,51,2.45,2.7,3.95,4.2,93.928,93.928,93.928,94.928,99.066,99.566,100.066,100.07,89.728,95.87,97.37
measured,0.05,17,52,57,52,54,2.6,2.85,4.1,4.35,99.566,99.566,99.566,100.566,105.074,105.574,106.074,106.078,95.216,101.728,103.228
measured,0.05,18,55,60,55,60,2.75,3.0,4.25,4.5,105.574,105.574,105.574,106.574,112.322,,113.322,113.326,101.074,108.826,110.326
measured,0.02,0,1,6,1,3,0.02,0.12,1.52,1.62,,1.62,1.62,2.62,7.228,7.728,8.228,8.232,0.0,6.612,8.112
measured,0.02,1,4,9,4,6,0.08,0.18,1.58,1.68,7.728,7.728,7.728,8.728,12.876,13.376,13.876,13.88,6.048,12.2,13.7
measured,0.02,2,7,12,7,9,0.14,0.24,1.64,1.74,13.376,13.376,13.376,14.376,25.384,25.884,26.384,26.388,11.636,24.648,26.148
measured,0.02,3,10,15,10,12,0.2,0.3,1.7,1.8,25.884,25.884,25.884,26.884,30.902,31.402,31.902,31.906,24.084,30.106,31.606
measured,0.02,4,13,18,13,15,0.26,0.36,1.76,1.86,31.402,31.402,31.402,32.402,36.34,36.84,37.34,37.344,29.542,35.484,36.984
measured,0.02,5,16,21,16,18,0.32,0.42,1.82,1.92,36.84,36.84,36.84,37.84,41.948,42.448,42.948,42.952,34.92,41.032,42.532
measured,0.02,6,19,24,19,21,0.38,0.48,1.88,1.98,42.448,42.448,42.448,43.448,47.466,47.966,48.466,48.47,40.468,46.49,47.99
measured,0.02,7,22,27,22,24,0.44,0.54,1.94,2.04,47.966,47.966,47.966,48.966,53.194,53.694,54.194,54.198,45.926,52.158,53.658
measured,0.02,8,25,30,25,27,0.5,0.6,2.0,2.1,53.694,53.694,53.694,54.694,58.632,59.132,59.632,59.636,51.594,57.536,59.036
measured,0.02,9,28,33,28,30,0.56,0.66,2.06,2.16,59.132,59.132,59.132,60.132,64.02,64.52,65.02,65.024,56.972,62.864,64.364
measured,0.02,10,31,36,31,33,0.62,0.72,2.12,2.22,64.52,64.52,64.52,65.52,70.618,71.118,71.618,71.622,62.3,69.402,70.902
measured,0.02,11,34,39,34,36,0.68,0.78,2.18,2.28,71.118,71.118,71.118,72.118,77.426,77.926,78.426,78.43,68.838,76.15,77.65
measured,0.02,12,37,42,37,39,0.74,0.84,2.24,2.34,77.926,77.926,77.926,78.926,84.844,85.344,85.844,85.848,75.586,83.508,85.008
measured,0.02,13,40,45,40,42,0.8,0.9,2.3,2.4,85.344,85.344,85.344,86.344,91.132,91.632,92.132,92.136,82.944,89.736,91.236
measured,0.02,14,43,48,43,45,0.86,0.96,2.36,2.46,91.632,91.632,91.632,92.632,96.74,97.24,97.74,97.744,89.172,95.284,96.784
measured,0.02,15,46,51,46,48,0.92,1.02,2.42,2.52,97.24,97.24,97.24,98.24,102.148,102.648,103.148,103.152,94.72,100.632,102.132
measured,0.02,16,49,54,49,51,0.98,1.08,2.48,2.58,102.648,102.648,102.648,103.648,107.796,108.296,108.796,108.8,100.068,106.22,107.72
measured,0.02,17,52,57,52,54,1.04,1.14,2.54,2.64,108.296,108.296,108.296,109.296,113.904,114.404,114.904,114.908,105.656,112.268,113.768
measured,0.02,18,55,60,55,60,1.1,1.2,2.6,2.7,114.404,114.404,114.404,115.404,121.352,,122.352,122.356,111.704,119.656,121.156
